DATE,RATING,REVIEW_TITLE,DESCRIPTION1,DESCRIPTION2,LINK
2021-01-23 0:00:00,5,OUT OF THIS WORLD,"I am a firefighter/Paramedic and this is my go to drink of choice in the morning and afternoon. I used to drink “bang” energy drinks everyday which left me tired, jittery, and crashing. With Jocko go, I feel re-energized and ready to get after it. The flavors are awesome as well!",The flavors are awesome as well!,https://www.amazon.com/gp/customer-reviews/R35MW7MM79XIOL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LNZT23N
2021-02-22 0:00:00,5,100% satisfied,Awesome energy drink mix. I can definitely feel a difference. I will be purchasing this again.,I will be purchasing this again.,https://www.amazon.com/gp/customer-reviews/R3QB1JVAL3NCEM?ASIN=B08PP9DQHJ
2021-05-14 0:00:00,5,Delicious 😋,Amazing coffee! Barista quality,Amazing coffee!,https://www.amazon.com/gp/customer-reviews/RFTVL6ODY6SYC?ASIN=B08FRNBZ7F
2019-10-24 0:00:00,5,Great coffee,This is the second best coffee I’ve ever had. The first being a local coffee shop in my hometown in Kentucky. This is definitely a good choice. I will be buying again.,Great coffee.,https://www.amazon.com/gp/customer-reviews/R1PKH0803HW70Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01HRB7J12
2020-09-02 0:00:00,5,Beverage,This flavor is hard to find in the grocery stores. Tastes like the tea my Mom use to make. Will continue to order.,This flavor is hard to find in the grocery stores.,https://www.amazon.com/gp/customer-reviews/R3O2T5591DC4MG?ASIN=B015Z6WJDY
2021-06-16 0:00:00,5,Outstanding product!,Great all-around!,Great all-around!,https://www.amazon.com/gp/customer-reviews/R1IHEOZ4V1VV65?ASIN=B07VQJ9LF1
2020-12-18 0:00:00,5,GREAT BUY,"I like the taste, and LOVE the price.",GREAT BUY.,https://www.amazon.com/gp/customer-reviews/RFGNM3XM4QHOA?ASIN=B07HXK4T4F
2020-02-13 0:00:00,5,"Liked the flavour, it was properly sealed at arrival",Liked the flavour and it was properly sealed at arrival,"Liked the flavour, it was properly sealed at arrival.",https://www.amazon.com/gp/customer-reviews/R3LNHMGR0BW152?ASIN=B001E0BWRA
2021-03-12 0:00:00,4,A great time saving and less sweet option,"Beating coffee to make a smooth paste is a time consuming job. And this instant coffee paste is a sure shot savior. The paste is rich, frothy and perfect for a strong dose of energy. Sugar content is not very high so a great option to enjoy coffee without consuming loads of calories. Just one spoon of this paste and my coffee turns out exactly like the popular cafes. I tried both hot and cold coffee options and both turned out fantastic without taking too much of my time. Loving this.",And this instant coffee paste is a sure shot savior.,https://www.amazon.com/Sunbean-Beaten-Caffe-250G/product-reviews/B0813TSG2Q?reviewerType=avp_only_reviews&sortBy=recent
2020-10-02 0:00:00,5,Comforting lemon scent & taste,"Comparing Tiesta's to Rishi's Turmeric Lemon Ginger.. Rishi is stronger on turmeric & lemon.. Tiesta has that slight ginger burn & fresh grated lemon peel goodness.. It's my winner hands down. Just tastes fresh.. The sample bag did not do well to keep reseal zip intact.. Separated from bag so, storing it in my Rishi tin.. Although, as I feel immunity drained, I doubt this will last long.. Only thing giving me comfort. Fresh lemon is my aesthetic happy place.. Worth noting is, the claim of 20-25 servings may be a bit optimistic. The sample bag is 2.5oz. One dry ounce is 2 tablespoons.. My first cup, which I steeped twice, was a tablespoon. So maybe 10 servings?. Still worth it for the amazing quality.. No crushed leaves & stale bits.. Nice chopped peel like you'd find in high end spices.. Oh & the smell. So good.",Fresh lemon is my aesthetic happy place.,https://www.amazon.com/gp/customer-reviews/R2U7YQPEO8VA3J?ASIN=B08DRXSPHH
2020-12-20 0:00:00,5,Sipping hot chocolate by the fireplace,Hot chocolate makes a cold day special!,Hot chocolate makes a cold day special!,https://www.amazon.com/gp/customer-reviews/R3KSGXS4E79PJY?ASIN=B07K2HNWB3
2021-05-16 0:00:00,5,Best flavor and a quick energy boost,I love the flavor. By far the best one yet. Also love the energy it gives me through out the day.,By far the best one yet.,https://www.amazon.com/gp/customer-reviews/RHGR4LYLGJ0ED?ASIN=B01N0XCROX
2020-11-02 0:00:00,1,I suspect this is a knock off product,"As others have suggested, I suspect this is a knockoff. I have ordered this before from Supplement King and it was fine. However this bottle had powder pouring out from under the ""seal"" and under the lid before it had ever been opened. The scoop it normally comes with was way bigger, the powder is more of the texture of flour, and it tastes disgustingly sweet like its been filled with a bunch of sweeteners. So bad I can't even drink it. They also lost my package the first time.",I suspect this is a knock off product.,https://www.amazon.com/Redcon1-Protein-Replacement-Vanilla-Milkshake/product-reviews/B08B1VPBWM?reviewerType=avp_only_reviews&sortBy=recent
2020-02-16 0:00:00,4,Good,Will leak if you don’t drain the coffee out of the spout after each use.,Will leak if you don't drain the coffee out of the spout after each use.,https://www.amazon.com/gp/customer-reviews/R3V83ZRZ66H0FO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07DPRGTMF
2020-06-12 0:00:00,5,I love this tea!:),"I love this tea! Many people seem to find this tea too mild, however, it is likely because they are using too much water for the bag. Anything over 8 is I use two tea bags.",I love this tea!).,https://www.amazon.com/gp/customer-reviews/R2PZNUP3ECP59E?ASIN=B01HVXTUO0
2021-07-10 0:00:00,5,A very good healthy choice.,Was in secure package. Taste great!,Was in secure package.,https://www.amazon.com/gp/customer-reviews/R3NDD6YVE0U8V9?ASIN=B07M95N225
2020-07-15 0:00:00,3,Flavor Review,"I'm new to zipfizz and mix it each morning with 20-21 oz of water topped with ice in my insulated flask allowing some of the ice to melt & dilute the mix thru the day for a late afternoon pick-me-up. I tried this flavor because of all the positive reviews. It's okay but so far it ranks low out of the flavors I've tried; Fruit Punch 1st, Blue Raspberry 2nd, Grapefruit 3rd, Black Cherry/Orange Cream tied 4th. My best description... it tastes like that last bit of an orange julius that is all liquid but still cold.",My best description…,https://www.amazon.com/gp/customer-reviews/R1RRQ3N21GXB2U?ASIN=B00KAWSJUQ
2020-08-17 0:00:00,1,"NOT recommended Coffee beans are """"shiny"""" Caused bladder irritation","I purchased because this was labeled organic. But, I don't know what type of chemicals or what is going on with this coffee. I have never seen coffee beans that are shiny. Almost as if they were coated with something.. I had a reaction to the coffee immediately of irritated bladder issues. I tried it again the next day because I didn't realized what had caused it. And had the same reaction and it lasted a few days. I never drank the coffee again after the second day. But the irritation lasted for days after and finally cleared up. and it has been over a month and I have not had that issue. I firmly believe there is something seriously wrong with this coffee.",I purchased because this was labeled organic.,https://www.amazon.com/gp/customer-reviews/RX9K8XCEZFTCN?ASIN=B0189JVAD4
2020-05-19 0:00:00,5,Would buy again,Nice variety _ short expiration date but used beyond that and still good,Nice variety _ short expiration date but used beyond that and still good.,https://www.amazon.com/gp/customer-reviews/R2N6EI5IVD409Z?ASIN=B00K2RY8GI
2021-03-21 0:00:00,5,RC Cola purchase .,It's hard to find RC Cola Mini Cans so this was a nice thing to be able to buy .. As one who has has to limit the amount of Pop that I can have - Mini Cans are perfect -as I generally have to just end up wasting quite a bit of Pop in 12 OZ. Cans or Bottles .. The Packaging was superb . Real care was taken to ensure the safe Delivery of my RC Cola .,The Packaging was superb.,https://www.amazon.com/gp/customer-reviews/R7A9NN6XCWY7Q?ASIN=B0875KS6BF
2021-06-30 0:00:00,1,I got sick from this.,"First portion, one scoop in about 10 OZ water...drank it over a few hours to see if it agreed with my system. Late in the evening I developed severe lower abdominal cramps. Pretty painful. I had to stay home the next day due to the cramps & pain. Took 48 hours to start feeling better. All I can say is if you have a sensitive digestive system, this may happen to you. For many people this will work & supply the extra protein you need. For me, I'll have to try another brand. Just saying......",Took 48 hours to start feeling better.,https://www.amazon.com/gp/customer-reviews/R1MK63F73BUC9U?ASIN=B08CWF1RL2
2021-05-29 0:00:00,5,"Try it, you won’t be disappointed!",Let me start by saying that I am a coffee snob. I am picky and look for many things. Plus one: Beans arrived in quality packing that is environmentally friendly. Plus two: beans smelled super fresh and were nice and oily when package was opened. Plus three: coffee was full of wonderful flavor and aroma when brewed. Plus four: came with a little note and feel good story about the good works they do. I highly recommend and will buy this coffee exclusively going forward.,I highly recommend and will buy this coffee exclusively going forward.,https://www.amazon.com/gp/customer-reviews/R34OOEQ1XLHGK6?ASIN=B07M6ZXFXG
2021-05-06 0:00:00,4,Great,Tastes great! Love the quality of this! I will say less is more. I found that I do not need a full tablespoon for my traveler mug. I can just do half a tablespoon and it still tastes great!,I can just do half a tablespoon and it still tastes great!,https://www.amazon.com/gp/customer-reviews/R1XSAYPCOHR2WT?ASIN=B089Q9XD2T
2021-04-18 0:00:00,5,Love this tea,"I can never find this in stores, so glad I found it here. It came promptly, the freshness and flavor is perfect","It came promptly, the freshness and flavor is perfect.",https://www.amazon.com/gp/customer-reviews/R34ADZ8IIA5DSW?ASIN=B000EM6PG2
2019-12-26 0:00:00,5,Love these,My husband hates water but as long as he has these he will drink it. Be careful this product does have caffeine in it.,Be careful this product does have caffeine in it.,https://www.amazon.com/gp/customer-reviews/R3A6P8PSUPT05W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B06XXRFYTB
2020-05-24 0:00:00,1,Horrible flavor,I received this item to product test. The flavor was absolutely awful. It made me gag and I couldn’t even drink a glass. I’m sure it has great health benefits but I just could not even get it down,I'm sure it has great health benefits but I just could not even get it down.,https://www.amazon.com/gp/customer-reviews/R1KINNW65NN59V?ASIN=B07FLDK6ZY
2020-12-11 0:00:00,5,Fairlife drinks,"Product is good, value better at Amazon, however 3 out of 5 boxes of 12 have dents in half the bottles. The boxes are not damaged.","Product is good, value better at Amazon, however 3 out of 5 boxes of 12 have dents in half the bottles.",https://www.amazon.com/gp/customer-reviews/R1IO7Y9T7ZMR5S?ASIN=B07LD2NV9X
2021-05-27 0:00:00,1,The seller is not trustworthy and the quality of the product is not consistent,"I ordered the product a few months ago. It required no shipping and arrived in days. The quality was as described, so I ordered a few more packs this time. For some unknown reason, I have to pay for shipping. In addition to the shipping, the products arrived 3-4 weeks later and the taste is nowhere near the previous one. I tried to return the products but could not, even though it was listed as PRIME at the beginning. I do not recommend the product nor the seller because the quality is not consistent and the seller aggressively and falsely listed as PRIME and misleads the customers.","I tried to return the products but could not, even though it was listed as PRIME at the beginning.",https://www.amazon.com/gp/customer-reviews/R1754F5LX1J37D?ASIN=B076VH16T2
2020-05-04 0:00:00,5,Will buy again!!,"Light flavor, blends well. Definite difference in my hair!",Definite difference in my hair!,https://www.amazon.com/gp/customer-reviews/R35Q1QT9DV5A8R?ASIN=B0178U7MQE
2020-03-20 0:00:00,5,Pear tea,Good flavour,Pear tea.,https://www.amazon.com/gp/customer-reviews/R2CIBJK4G60OS2?ASIN=B000KGE0F0
2021-05-13 0:00:00,5,Taste great,I love boost. I always go for the chocolate flavor and it’s taste so good to me. Definitely helped me through out my pregnancy to keep a Stacy weight gain for those days I couldn’t eat.,Taste great.,https://www.amazon.com/gp/customer-reviews/R3CN4VLKCWQMBS?ASIN=B00LWUP3QI
2020-03-22 0:00:00,4,Great keto snack,It had great taste and texture!,Great keto snack.,https://www.amazon.com/gp/customer-reviews/RQJPJOBQZ0W30?ASIN=B07DYFXFLL
2020-12-21 0:00:00,5,Best tea I ever had,This is the best tea I ever tasted. The flavor is delicious and it's packaged in a really cool sparkly see-through bag. Very classy,Best tea I ever had.,https://www.amazon.com/gp/customer-reviews/R1R0S10L2AUA1O?ASIN=B0012ZJ4V8
2021-03-07 0:00:00,1,Taste is terrible.,These taste like a really old sweet tart and are horrible. I would never buy them again.,These taste like a really old sweet tart and are horrible.,https://www.amazon.com/gp/customer-reviews/R1DHJDYD9A6IEU?ASIN=B01AMVB87A
2020-08-28 0:00:00,5,Great coconut water from young coconuts,"I used to drink coconut water more often, but it is expensive and not my drink of choice. When I lived in Puerto Rico, I used to open the coconuts myself to drink the water. When these showed up as an option to acquire, I jumped on it! This is great tasting coconut water without any coconut chunks in it. I drank them warm, I drank them cold, they are still just as good. If you like coconut water, this is a great beverage and you can get them on amazon now without leaving your house. This is a great item but there is a lot of packaging and you can't get the last sip out of the container with the way the lid is formed. If you drink coconut water, this is a great option. Some people swear its a cure for the hangover!","When I lived in Puerto Rico, I used to open the coconuts myself to drink the water.",https://www.amazon.com/gp/customer-reviews/R2POMBX6C4Q7GO?ASIN=B08BWRHPSJ
2020-05-09 0:00:00,5,Winning!!,My faves! I have an allergy to soy and an intolerance for dairy so this drink is perfect! And it tastes pretty awesome! Can’t beat 20g protein in one shake!,Winning!,https://www.amazon.com/gp/customer-reviews/R21HUHGHVIT2WP?ASIN=B06XZPPM2B
2021-04-06 0:00:00,5,Helps lower BP-still need additional assist,"I bought my second 6-pack. This is helpful keeping my BP in check, but not a complete therapy. I use other supplements. This is a good addition.","This is helpful keeping my BP in check, but not a complete therapy.",https://www.amazon.com/gp/customer-reviews/R13EJ39GHLQ1VY?ASIN=B000LKW1BA
2020-07-05 0:00:00,4,"Good lemonade, can't taste any tea","Update: I originally bought this in May 2020 for $2.00. I thought I'd give it another try in July 2020. The price in July was more than $5. I can't believe that it's almost tripled in price in 2 months!!!! Ridiculous! Utterly ridiculous!!!!!. I purchased the 1/2 tea 1/2 lemonade because I couldn't find an unsweetened peach tea mix. The price was higher than all of the drink mixes that I checked prior to deciding to purchase this.. While the concept of 1/2 tea 1/2 lemonade wasn't new to me, I'd never tasted it. Now that I've had it, I don't understand the point of it being 1/2 tea. It tasted like lemonade to me. If it weren't for the light brown tea-ish color I wouldn't have believed that there was any tea in it.. It's a good tasting lemonade. It's just that it costs more than my other drink mix stick options, plus there's only 8 in the box instead of 10. I'd buy it again, if the price was right, or if I didn't have other options.","While the concept of 1/2 tea 1/2 lemonade wasn't new to me, I'd never tasted it.",https://www.amazon.com/gp/customer-reviews/R3FLPVR5JB7BGJ?ASIN=B0089ALJX0
2020-10-12 0:00:00,4,Good product,Great product but the flavor isn’t that good. Very sweet.,Very sweet.,https://www.amazon.com/gp/customer-reviews/R2H891XVL5T486?ASIN=B079P4SKML
2020-06-22 0:00:00,5,These double-walled coffee cups are terrific and versatile.,"These double-walled. Dobblet coffee cups are beautiful. I bought the set of two 6-oz. size. The interior finish is bright polished white surface, the exterior wall is a black and white small pattern as shown in the photograph. What you Can’t tell however, is how well the shape of the cup fits your hand and the weight reminds you it is doublewalled. They are listed as coffee cups but I’ve already used mine as wine glasses, a short tequila shot, a small gin and tonic as well as coffee. They could also be used for olives, nuts, chocolate etc etc ands forth. Sorry this is long, obviously I love them.",Dobblet coffee cups are beautiful.,https://www.amazon.com/gp/customer-reviews/R2VUYFBOPT2OYI?ASIN=B07KKPJ8TD
2020-05-23 0:00:00,5,Delicious,This tea is great it's delicious and calming. It gives me a fair amount of energy. It's wonderful to sip and doesn't even really need sugar or honey. I'll definitely be getting this again.,It gives me a fair amount of energy.,https://www.amazon.com/gp/customer-reviews/R1F6KRZD078KMY?ASIN=B01DP9BUME
2021-07-25 0:00:00,3,Poor shelf life and too short usage time.,"Unless you drink it by the glass, a liter of lemon juice lasts a while. This has to be used in 30 days, which seems a lot of lemon juice to consume in that time period. In addition, the shelf life of the bottles is less than two months. When you order by mail, you expect a decent amount of shelf life. If this product was sitting around a long time, it should not have been sold. In a store, it is unlikely that anyone would buy two bottles without a decent shelf life.","In addition, the shelf life of the bottles is less than two months.",https://www.amazon.com/gp/customer-reviews/R2NVVHBUUDLWXJ?ASIN=B07Z7BSTMW
2021-05-18 0:00:00,5,Flavorful,"Flavor, taste. This the perfect coffee for morning & afternoon for us.",This the perfect coffee for morning & afternoon for us.,https://www.amazon.com/gp/customer-reviews/R1VNACP9CEGQ7U?ASIN=B00C7AY9Y4
2020-12-09 0:00:00,5,Great product!,"One thing I liked about this energy drink is that it gave me so much energy with all the sugar that comes from a regular energy drink. I would definitely recommend this product if you are looking for something to give you a quick burst of energy throughout your day! I really enjoyed the flavor. I like coconut milk, It was nice and refreshing when I would drink it.",Great product!,https://www.amazon.com/gp/customer-reviews/RXZVS56MNK3YX?ASIN=B08BT7XX5H
2020-08-30 0:00:00,5,Natural energy drink,Amazing product that works instantly! I drank a bottle of it and felt a really nice wave of energy right away! The taste is acquired but I actually like it now! Would recommend as one of my top energy drinks any day!,Amazing product that works instantly!,https://www.amazon.com/gp/customer-reviews/R1W8ZPD4RRD0UH?ASIN=B082384R9V
2020-09-04 0:00:00,4,Dark Rich Flavor,"Liked it, a dark honey. Almost like the dark honeys at the end of the season when the bees feed on Goldenrod in the Northeast. Not recommended for tea but great for cooking and on toast.",Dark Rich Flavor.,https://www.amazon.com/gp/customer-reviews/R18PUA4W0G1HWG?ASIN=B07L4G2PBJ
2020-11-12 0:00:00,5,Flavor is perfect and long lasting!,All around the best! Tea is strong and flavorful! Also the quality is strong within the packaging that lasts months!,All around the best!,https://www.amazon.com/gp/customer-reviews/RX0J0I1YN1KYZ?ASIN=B00W6YW65A
2020-04-22 0:00:00,5,Keruig Cups best drink ever,These Keruig cups make our house smell like a coffee shop when fresh donuts and cinnamon rolls are made. Fantastic product.,Keruig Cups best drink ever.,https://www.amazon.com/gp/customer-reviews/R1OXHTSSE0VDYK?ASIN=B0844KQK5T
2020-09-22 0:00:00,2,Tastes great but you’ll never recover,Tastes so good. Not sure why people say they don’t. Loved the taste. But nearly died from the pain they caused. Still trying to recover two days later. Not sure I ever will. Have to crawl on all fours to get anywhere. Dear G-d is it coconut flour? Erythritol? Both? You don’t want to find out.,Not sure I ever will.,https://www.amazon.com/gp/customer-reviews/R3521QM6TQOC0M?ASIN=B07NVXQ2KT
2021-01-30 0:00:00,3,"Genius marketing, cute as can be, but expensive.","I ended up pouring these over ice, my initial reaction drinking right out of the ADORABLE little bottles, was YUCK. They need to improve on the taste and get the price down. The concept is brilliant, but it falls flat on taste and price.","I ended up pouring these over ice, my initial reaction drinking right out of the ADORABLE little bottles, was YUCK.",https://www.amazon.com/gp/customer-reviews/RGJDP44AANQ78/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08QW83PT2
2021-05-01 0:00:00,5,Encha Ceremonial Organic Matcha Tastes Great,Tastes great. Mixes easily. Health benefits. Add matcha to smoothies. Matcha latte with almond milk. Delicious!,Tastes great.,https://www.amazon.com/gp/customer-reviews/RIU96F7U7FOFY?ASIN=B06XXQF4DB
2020-06-21 0:00:00,5,Love it,"I have tried so many collagen peptides and this one by far is the best! Melts as soon as you put it in your coffee, no clumping, not too sweet and tastes great. Love it!",Love it!,https://www.amazon.com/gp/customer-reviews/R3JKQV8SMMZSS5?ASIN=B07DX9Z25Q
2020-05-03 0:00:00,1,ridiculousy expensive.,This is 15 tea bags for 15$ and not returnable. Don’t bother.,Don't bother.,https://www.amazon.com/gp/customer-reviews/R1ZY5PJ9OXT3HX?ASIN=B01M0DB0Z3
2021-05-16 0:00:00,5,"Instantly Boosts milk supply & Tastes, amaaaaazibg","I love this product, the flavor is clean, crispy and super hydrating & tastes so much better super cold. I noticed that it instantly boosted my milk supply, I have to find myself drinking less because I’ll be pumping for a while.. I will say I don’t like that the bottles are so small, but it does taste amazing. I would recommend this product 100%!",I would recommend this product 100%!,https://www.amazon.com/gp/customer-reviews/R3TBA8X067IJ3E?ASIN=B08HX9M9SP
2020-03-27 0:00:00,5,Add Flair to your Espresso,Great product. Love all the colors. Perfect gift.,Add Flair to your Espresso.,https://www.amazon.com/gp/customer-reviews/R2658Q29C7MEZD?ASIN=B07CRKN15K
2021-07-13 0:00:00,5,Lightly sweetend crispy little cocoa nibs. Not too hard. Delicious,"These cocao nibs are coated with a tiny amount of coconut sugar to make them lightly sweet but not like candy. Just enough to reduce the natural bitterness of raw nibs. They are delicious! They are slightly softer than most nibs that I'm used to. The package was well sealed and says to store in the fridge after opening. They are delicious stirred into oats, nice cream, or just munching on a few bits. They are delicious and different from any cocoa nibs I've tried. I love them!. Note that the product graphic shows 3 tubes but you get one tube. they are showing all sides of the label in one image.",I love them!,https://www.amazon.com/gp/customer-reviews/R31RRZWJWAOQNP?ASIN=B08D8JXWQM
2020-06-12 0:00:00,1,"Moldy and black, unsuccessful",Having grown these successfully the first time was pretty disappointed when this batch didn't work. Moldy and big black square. Looks toxic. $20 loss,$20 loss.,https://www.amazon.com/gp/customer-reviews/R1UWCEDQFIUYAD?ASIN=B00CD0KZ78
2020-11-19 0:00:00,5,great,Great product.... taste is great.,Great product…,https://www.amazon.com/gp/customer-reviews/R34LWQUM9IY2ZR?ASIN=B07MGK13CL
2020-06-05 0:00:00,5,Fits perfect! Super fast shipping!,"Super fast shipping, fits perfect and easy install!","Super fast shipping, fits perfect and easy install!",https://www.amazon.com/gp/customer-reviews/R12Y8KNH9U226L?ASIN=B07FNYD5RQ
2021-08-02 0:00:00,4,Watch The Cholesterol- It's Different in the Pic,"Bought this because the pic has 15% cholesterol, just cracked open the box to find out everything looks the same except the cholesterol is really 27%. Add in some milk and it'll add up quick. Be Cautious, blood work don't lie. Risking high blood pressure with this kind of stuff. The hunt continues....","Bought this because the pic has 15% cholesterol, just cracked open the box to find out everything looks the same except the cholesterol is really 27%.",https://www.amazon.com/gp/customer-reviews/R1W5MOH7MWD7K3?ASIN=B009FC6KL2
2021-08-04 0:00:00,5,I Was Hesitant But No More,"I was reluctant to buy my fav coffee from Amazon, but happy I did! I can’t afford this coffee in stores anymore, price has gone way up. I received no broken or spilled pods, and they worked perfectly in Keurig!","I received no broken or spilled pods, and they worked perfectly in Keurig!",https://www.amazon.com/gp/customer-reviews/R2H6NCVLZ3OLHV?ASIN=B01LXUEHXP
2020-05-05 0:00:00,5,I no longer have to search in stores for my drinks,Its wonderful to have them home delivered,I no longer have to search in stores for my drinks.,https://www.amazon.com/gp/customer-reviews/R2BEE4ZUFXXZQM?ASIN=B0839NPQVH
2021-09-25 0:00:00,5,Best at this price point,"I've tried nearly a half dozen brands of matcha powder since my doctor ordered me to swear off coffee (an order with which I've only partly complied). This has become my go-to brand.. Powders vary in terms of dissolvability and sweetness. And some add a touch of bitter, which I avoid. This brand consistently checks all my boxes. A few others do too, but of those, this has the lowest cost per ounce, and that's something I care about.",This brand consistently checks all my boxes.,https://www.amazon.com/gp/customer-reviews/RQD78RH4U0CW2?ASIN=B07TRJPS1B
2021-04-04 0:00:00,5,Caramel is amazing! Beware of vanilla though.,"Update*:. Since caramel was so delicious I decided to try the vanilla and it was just awful! Has an aftertaste that's like formaldehyde or something. I have no idea what the other people were drinking in the reviews.. First review for caramel:. Omg soooo good! It tastes just like a caramel coffee from Starbucks! I'm sure if you blended it with ice it would taste just like a frappuccino! It mixes very well in the shaker bottle, didn't leave any clumps. I feel satisfied hunger wise too. FYI- If you're on WW it's only 3 points!",I'm sure if you blended it with ice it would taste just like a frappuccino!,https://www.amazon.com/gp/customer-reviews/R1SUNUF9VQUVNU?ASIN=B002GKEK7G
2020-05-23 0:00:00,1,Does not even taste like coffee.,"I am not one for leaving reviews but just had to share this. I bought this coffee after reading a few great reviews on it, and must say in my decades of drinking coffee, this has to be the very worst. It does not even taste like coffee, just ust like bitter left over tasteless grounds. I couldn not believe how opposite the reviews were and read some say there are good batches and bad batches, well I guess I got a bad batch. This is much cheaper than what I usually buy, guess I will go back to the more expensive organic coffee. You get what you pay for.","It does not even taste like coffee, just ust like bitter left over tasteless grounds.",https://www.amazon.com/gp/customer-reviews/R2NRIO0QNQGQIH?ASIN=B071JVP8MC
2021-05-26 0:00:00,4,They are ok,"They aren't as strong as the Tazo brand, but I can't say that I regret buying them. Now that I know, I'll just use less water and see if that helps. I'll see if there is another brand on Amazon that makes a stronger tea. If not, I'll go back to Tazo.",They are ok.,https://www.amazon.com/gp/customer-reviews/R32NGUHNTN0JDP?ASIN=B07ND3WDJ2
2021-07-14 0:00:00,5,"Mixes clean, light flavor","This is a very good, clean whey protein isolate. For me there are no cons, only pros, but I will list what others may not like.. Pros: Mixes perfectly (I hate clumps and residue at the bottom). Has a light chocolatey flavor, a obvious on the artificial sweetener, but not bad. I seem to digest it well, no stomach problems.. Cons: No cons, but if you're looking for a more traditional sweetness to your protein drink, this is not for you. the flavor is very light.","For me there are no cons, only pros, but I will list what others may not like.",https://www.amazon.com/gp/customer-reviews/R2XLSRAC95GEZB?ASIN=B07PLVGM8V
2019-12-28 0:00:00,5,Delicious,"Love the flavor! Skip the chain coffee shop, this is better.",Delicious.,https://www.amazon.com/gp/customer-reviews/R3R91ADJAPBHA4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B005K4Q1YA
2021-03-10 0:00:00,5,Blends well with other teas.,I brew 2 tea bags in a large mug filled with 1/3 heated unfiltered apple juice and hot water for a rich flavor,I brew 2 tea bags in a large mug filled with 1/3 heated unfiltered apple juice and hot water for a rich flavor.,https://www.amazon.com/gp/customer-reviews/R2Y5OS5J5GEOQJ?ASIN=B00EVQGAM6
2020-05-06 0:00:00,5,Love!!,Lomé this tea.. I drink a cup every day.,I drink a cup every day.,https://www.amazon.com/gp/customer-reviews/RP6LQKVI7KVR0?ASIN=B07RCK6FM6
2021-07-05 0:00:00,3,I saw no difference,"The flavor was good, but I didn’t feel any more energy then I would normally feel. And I don’t drink any other preworkout/energy drinks at all. So its not that I’ve built some kind of immunity to it. I honestly got more energy just watching a Jocko clip on YouTube.","The flavor was good, but I didn't feel any more energy then I would normally feel.",https://www.amazon.com/gp/customer-reviews/RBQVZMFDW5W53?ASIN=B096YSLT4T
2021-05-12 0:00:00,4,"Does the job, just a bit fragile","The coffee filter works fine. It does the job.. Sadly the construction isn't perfect between the glass and the plastic so liquid and coffee grounds can get in between them.. The glass also feels fragile, it may not be, but it seems very thin.",It does the job.,https://www.amazon.com/gp/customer-reviews/R2A6GKSJ1J93E5?ASIN=B005NXNDGW
2021-01-07 0:00:00,5,Awesome Flavor,My daughter's favorite flavor is the Half & Half Tea with Lemonade. It will be a consistent restocker in my house. TY She's totally happy.,TY She's totally happy.,https://www.amazon.com/gp/customer-reviews/RMQBBTTMBS2HD?ASIN=B08NYWQJ5K
2020-10-25 0:00:00,5,Easy to use and dispose of.,Delicious three different flavors. Great for my one cup coffee maker (not a Keurig). Easy to use and dispose of without making a mess.,Easy to use and dispose of without making a mess.,https://www.amazon.com/gp/customer-reviews/R24A998WI16WOE?ASIN=B074HBDZPQ
2020-10-30 0:00:00,5,Great product!!!,"My mind was blown with this one!. Upon opening the seal, I could instantly smell that Authentic Aroma of True Ceremonial Grade Matcha that I've been used to for YEARS!. I was pleasantly surprised...It gives me that Clean Energy all day that I am used to, and it helps to keep me Focused as well!. This is Fine Quality Matcha, and I will definitely purchase it again! Thank you Matcha Matcha!!!","This is Fine Quality Matcha, and I will definitely purchase it again!",https://www.amazon.com/gp/customer-reviews/R1FOA26Y510DYA?ASIN=B08DCZLZ2Y
2020-10-31 0:00:00,5,Great coffee,We absolutely love it! But why can I no longer get it???,We absolutely love it!,https://www.amazon.com/gp/customer-reviews/R1HRTCZ2NYZD39?ASIN=B07S44YHD1
2021-03-08 0:00:00,5,The Best!,"Absolutely love this alone or as an extra """"shot"""" in my coffee. On my 3rd bottle already!",On my 3rd bottle already!,https://www.amazon.com/gp/customer-reviews/R1P6JQH77Y3M2O?ASIN=B08SHHV9GN
2020-08-06 0:00:00,5,Wonderful decaf selection!,"Just got this today and I'm trying out the Sunny Orange Ginger. It's got a nice aroma and not too strong on the ginger. Very nice blend. I definitely appreciate all the decaf options in this selection because caffeine and I do not get along. And, I know this has nothing to do with the tea, but it comes in a really nice canvas bag. This would make a great gift!","And, I know this has nothing to do with the tea, but it comes in a really nice canvas bag.",https://www.amazon.com/gp/customer-reviews/R22NJ2AR90Z7DQ?ASIN=B07S93X3PD
2020-04-18 0:00:00,5,"Full-flavored, rich coffee!","Wonderful hearty full-flavored coffee, with zero after taste! Will gladly buy again! I was amazed how quickly my order arrived. Great value.","Full-flavored, rich coffee!",https://www.amazon.com/gp/customer-reviews/R2EX4BTNU97CVJ?ASIN=B00LY95FBU
